Mark,Model,Generation,Car_type,Restyling,Fuel,Drive,Transmissions,Boost_type,Engine_Location,Country,Engine_volume,Maximum_power,Cylinders,Length,Width,Height,Curb_weight_kg,Clearance,Trunk_volume_max,Consumption_average,Expense_city,Expense_track,Maximum_speed,Speed_to_100,Year,Price
Geely,Preface,3,Hatchback,Yes,Petrol,FWD,CVT,Turbo,Middle,France,1.3,411,6,4777,1762,1714,1380,168,411,12.8,19.0,11.7,286,11.4,2015,2375000
Geely,Preface,4,Hatchback,No,Hybrid,AWD,Dual-clutch,Supercharger,Middle,France,4.1,539,12,4256,1935,1648,1102,126,455,11.5,17.2,9.5,262,12.6,2012,3698000
Geely,Preface,4,Crossover,No,Petrol,FWD,CVT,Turbo,Front,Japan,4.5,543,4,4418,1939,1444,1682,124,525,14.8,21.8,11.9,213,12.6,2023,7792000
Geely,Preface,3,MPV,No,Diesel,RWD,Manual,Supercharger,Middle,China,3.7,495,5,3580,1784,1515,1402,215,337,4.9,7.1,4.5,266,14.1,2023,6373000
Geely,Preface,1,MPV,No,Petrol,FWD,CVT,Supercharger,Rear,Sweden,3.5,170,3,3842,1663,1425,2450,222,289,8.3,10.0,7.5,228,4.1,2017,2249000
Geely,Xingrui,3,SUV,Yes,Diesel,FWD,Automatic,None,Middle,USA,0,305,0,3739,1661,1625,1939,230,239,0,0.0,0.0,182,7.1,2021,5655000
Geely,Xingrui,3,Hatchback,No,Diesel,RWD,Automatic,None,Rear,Italy,0,434,0,4855,1859,1711,1310,234,623,0,0.0,0.0,236,7.2,2008,6793000
Geely,Xingrui,1,Coupe,No,Diesel,4WD,Automatic,None,Rear,Italy,0,432,0,4431,1707,1754,1633,204,567,0,0.0,0.0,257,5.8,2016,13428000
Geely,Xingrui,2,Crossover,No,Hybrid,FWD,Dual-clutch,None,Front,China,0,367,0,4968,1845,1647,952,233,645,0,0.0,0.0,189,12.8,2024,14533000
Geely,Xingrui,4,MPV,No,Hybrid,4WD,Dual-clutch,Turbo,Middle,Japan,0,286,0,3522,1804,1462,1093,143,671,0,0.0,0.0,227,12.8,2015,9070000
Geely,Xingrui,4,Hatchback,Yes,Diesel,4WD,Manual,None,Rear,Germany,0,319,0,3837,1815,1480,1070,230,694,0,0.0,0.0,244,6.7,2023,2436000
Geely,Xingrui,5,Hatchback,Yes,Electric,4WD,Manual,Turbo,Middle,France,0,365,0,4040,1770,1464,2016,229,296,0,0.0,0.0,173,11.1,2003,3637000
Geely,Xingrui,3,Sedan,No,Petrol,4WD,CVT,Turbo,Middle,South Korea,0,326,0,5165,1645,1602,1362,182,265,0,0.0,0.0,213,11.0,2010,3220000
Geely,Xingrui,3,MPV,No,Petrol,RWD,CVT,Turbo,Middle,South Korea,0,275,0,4204,1696,1579,2371,178,381,0,0.0,0.0,247,8.2,2009,7552000
Geely,Xingrui,1,Crossover,Yes,Petrol,4WD,Dual-clutch,Supercharger,Front,Sweden,0,378,0,3574,1776,1411,2158,128,267,0,0.0,0.0,268,9.5,2008,12118000
Geely,Xingrui,3,MPV,No,Diesel,RWD,Automatic,None,Rear,UK,0,419,0,3705,1632,1464,1036,143,279,0,0.0,0.0,304,9.4,2004,7843000
Geely,Xingrui,3,Sedan,No,Electric,AWD,Dual-clutch,Turbo,Front,Germany,0,142,0,3946,1926,1702,1049,240,275,0,0.0,0.0,319,6.3,2019,14677000
Geely,Xingrui,5,Hatchback,No,Petrol,4WD,Automatic,Turbo,Front,South Korea,0,181,0,3561,1859,1734,1619,208,667,0,0.0,0.0,188,11.3,2022,12880000
Geely,Xingrui,5,Crossover,No,Hybrid,RWD,Dual-clutch,Supercharger,Rear,Italy,0,101,0,4596,1963,1675,2407,129,625,0,0.0,0.0,206,4.7,2010,6586000
Geely,Xingrui,1,Crossover,No,Electric,FWD,Dual-clutch,None,Rear,Japan,0,199,0,4256,1780,1478,1329,131,272,0,0.0,0.0,242,4.3,2024,13448000
Geely,Xingrui,1,Crossover,No,Electric,FWD,CVT,Turbo,Front,Japan,0,100,0,3996,1872,1674,1350,196,218,0,0.0,0.0,276,11.2,2002,13286000
Geely,Xingrui,2,Pickup,No,Petrol,RWD,Manual,Turbo,Rear,South Korea,0,147,0,4021,1754,1508,1990,152,479,0,0.0,0.0,283,14.3,2007,8756000
Geely,Xingrui,1,SUV,Yes,Petrol,AWD,Manual,Supercharger,Rear,USA,0,315,0,4104,1628,1438,2149,232,688,0,0.0,0.0,161,4.2,2011,10115000
Geely,Xingrui,1,Roadster,No,Diesel,FWD,CVT,Turbo,Front,China,0,330,0,4484,1725,1582,2220,214,431,0,0.0,0.0,293,13.5,2021,10870000
Geely,Xingrui,4,Roadster,Yes,Diesel,RWD,Automatic,Turbo,Front,China,0,230,0,4974,1709,1757,1830,204,382,0,0.0,0.0,243,5.2,2009,8121000
Geely,Zeekr,4,Sedan,Yes,Electric,FWD,Automatic,None,Rear,Japan,2.9,334,6,4084,1743,1869,1524,190,465,13.1,18.9,11.5,222,9.3,2002,13825000
Geely,Zeekr,2,Crossover,Yes,Diesel,FWD,Manual,Turbo,Front,UK,1.7,507,12,5062,1994,1652,1689,248,354,3.1,4.4,2.9,257,15.0,2000,8528000
Geely,Zeekr,5,Hatchback,No,Diesel,4WD,Automatic,Turbo,Front,Italy,1.7,380,4,4884,1807,1616,2147,121,425,4.9,6.8,4.6,303,10.5,2008,1814000
Geely,Zeekr,3,MPV,Yes,Hybrid,AWD,Automatic,None,Middle,China,2.6,148,12,4876,1625,1634,1823,143,529,12.0,16.4,10.3,301,7.7,2014,11615000
Geely,Zeekr,2,Hatchback,No,Electric,AWD,Manual,Turbo,Rear,South Korea,4.5,375,8,4611,1677,1429,2264,248,437,9.0,11.5,8.9,261,14.2,2002,13458000
Geely,Zeekr,2,Hatchback,No,Hybrid,FWD,Dual-clutch,None,Front,USA,1.5,170,12,5156,1785,1555,1034,166,669,9.9,13.9,8.5,235,11.2,2018,14604000
Geely,Zeekr,5,Coupe,Yes,Electric,4WD,CVT,Turbo,Front,France,1.1,512,6,4768,1988,1662,2207,147,345,13.5,20.2,13.5,188,3.9,2025,6949000
Geely,Zeekr,5,Roadster,Yes,Electric,4WD,CVT,Turbo,Front,Japan,3.7,87,4,4476,1916,1488,1754,162,410,13.7,17.7,13.7,144,5.4,2005,6107000
Geely,Zeekr,1,Hatchback,No,Petrol,RWD,Dual-clutch,Supercharger,Front,USA,2.5,81,6,4467,1895,1604,1954,137,628,5.3,7.7,4.5,267,15.0,2024,3623000
Geely,Zeekr,1,Sedan,No,Electric,RWD,CVT,None,Rear,Italy,1.5,572,5,3851,1956,1550,1162,126,339,9.4,11.2,9.0,146,14.8,2004,6996000
Geely,Zeekr,2,SUV,Yes,Hybrid,FWD,CVT,Supercharger,Middle,Sweden,1.8,207,4,4091,1748,1730,931,196,648,4.1,5.0,4.1,198,11.6,2015,14177000
Geely,Zeekr,4,SUV,Yes,Petrol,4WD,Manual,Supercharger,Middle,South Korea,2.8,450,6,4918,1621,1469,2243,230,307,13.6,17.8,12.5,288,5.5,2022,7231000
Geely,Zeekr,1,Pickup,Yes,Petrol,FWD,CVT,Turbo,Front,South Korea,4.1,367,6,3554,1732,1614,2209,136,497,8.7,12.2,7.4,252,12.9,2000,6217000
Geely,Zeekr,4,Hatchback,No,Diesel,RWD,Automatic,None,Front,China,3.8,499,4,4481,1801,1868,1081,206,379,7.6,9.5,6.1,231,9.9,2003,10210000
Geely,Zeekr,1,Crossover,No,Petrol,FWD,Dual-clutch,Turbo,Rear,South Korea,1.9,334,6,4588,1971,1801,1500,139,679,9.9,12.3,8.2,193,12.1,2024,912000
Geely,Zeekr,4,Crossover,Yes,Petrol,RWD,Manual,None,Rear,UK,1.1,396,5,4330,1777,1789,2341,236,503,5.2,6.9,4.6,199,6.0,2000,10539000
Geely,Zeekr,2,Coupe,No,Electric,AWD,Dual-clutch,Supercharger,Middle,UK,2.1,582,8,4166,1728,1585,2356,125,693,6.8,9.3,6.8,146,5.3,2007,13483000
Geely,Zeekr,5,Hatchback,Yes,Electric,4WD,Manual,Turbo,Front,South Korea,3.8,266,6,5065,1688,1682,1136,197,422,8.3,11.3,6.7,169,12.0,2024,11475000
Geely,Zeekr,1,Roadster,Yes,Diesel,RWD,CVT,Supercharger,Middle,Italy,2.7,585,8,5025,1760,1513,2237,192,647,5.4,6.8,4.4,148,4.5,2000,1586000
Geely,Zeekr,3,Pickup,Yes,Petrol,AWD,Manual,None,Rear,Italy,2.3,167,12,4055,1822,1492,2227,244,564,12.2,17.7,9.9,164,8.8,2006,6130000
Genesis,G70,5,Pickup,No,Petrol,4WD,Automatic,Turbo,Middle,South Korea,0,416,0,3500,1781,1516,1222,187,512,0,0.0,0.0,222,9.5,2019,4821000
Genesis,G70,1,SUV,Yes,Hybrid,AWD,Dual-clutch,None,Front,South Korea,0,237,0,4464,1804,1597,1322,212,673,0,0.0,0.0,225,13.0,2011,10098000
Genesis,G70,2,Coupe,Yes,Petrol,FWD,Automatic,Supercharger,Middle,USA,0,384,0,4958,1618,1593,1715,185,349,0,0.0,0.0,237,3.7,2024,11248000
Genesis,G70,4,Crossover,Yes,Petrol,AWD,Automatic,None,Middle,South Korea,0,102,0,4550,1807,1494,1788,231,421,0,0.0,0.0,201,6.2,2019,6335000
Genesis,G70,1,Pickup,Yes,Diesel,AWD,Dual-clutch,Supercharger,Middle,USA,0,321,0,3869,2000,1604,1850,192,251,0,0.0,0.0,222,4.8,2022,10471000
Genesis,G70,5,Pickup,Yes,Petrol,AWD,Manual,None,Front,Japan,0,107,0,4598,1669,1723,2204,135,262,0,0.0,0.0,261,10.3,2022,6240000
Genesis,G70,1,Coupe,No,Diesel,AWD,CVT,None,Rear,UK,0,105,0,4022,1987,1823,1442,205,553,0,0.0,0.0,295,6.8,2008,3880000
Genesis,G70,3,Coupe,Yes,Petrol,4WD,Manual,Turbo,Front,Sweden,0,381,0,4022,1998,1624,1247,216,579,0,0.0,0.0,193,14.9,2021,14773000
Genesis,G70,4,Pickup,Yes,Hybrid,RWD,Automatic,Turbo,Front,UK,0,173,0,4212,1835,1897,2083,221,698,0,0.0,0.0,215,3.6,2025,3936000
Genesis,G70,3,Hatchback,No,Hybrid,FWD,Dual-clutch,Supercharger,Rear,South Korea,0,202,0,4645,1899,1511,1136,162,272,0,0.0,0.0,278,11.1,2005,7521000
Genesis,G70,3,Pickup,No,Diesel,AWD,Automatic,None,Front,France,0,372,0,5055,1889,1414,2396,218,636,0,0.0,0.0,257,5.0,2009,12417000
Genesis,G70,3,Sedan,No,Petrol,4WD,Manual,None,Middle,France,0,431,0,3932,1686,1847,1984,200,298,0,0.0,0.0,184,14.2,2006,12294000
Genesis,G70,3,SUV,No,Hybrid,RWD,Automatic,None,Middle,China,0,337,0,4370,1935,1675,1825,195,228,0,0.0,0.0,156,11.9,2015,9341000
Genesis,G70,1,SUV,Yes,Diesel,AWD,CVT,None,Middle,France,0,218,0,4775,1841,1639,2389,145,657,0,0.0,0.0,187,5.6,2015,6775000
Genesis,G70,5,Hatchback,Yes,Petrol,RWD,Manual,Supercharger,Front,Germany,0,344,0,4923,1977,1731,953,159,240,0,0.0,0.0,215,14.1,2010,14293000
Genesis,G70,1,Roadster,Yes,Electric,FWD,CVT,None,Middle,Sweden,0,216,0,3777,1921,1465,2425,143,219,0,0.0,0.0,237,8.6,2022,9123000
Genesis,G70,4,Coupe,Yes,Electric,AWD,Automatic,None,Front,France,0,337,0,4173,1672,1449,1358,155,381,0,0.0,0.0,250,12.5,2018,8412000
Genesis,G70,1,Sedan,No,Electric,4WD,Manual,Turbo,Front,China,0,292,0,4264,1622,1689,2358,120,305,0,0.0,0.0,195,10.2,2025,7218000
Genesis,G70,5,SUV,Yes,Hybrid,RWD,Automatic,Turbo,Front,UK,0,139,0,4676,1988,1689,2262,172,432,0,0.0,0.0,203,10.8,2019,8234000
Genesis,G70,2,MPV,No,Hybrid,AWD,CVT,None,Front,Italy,0,258,0,4542,1741,1706,2364,226,402,0,0.0,0.0,280,12.8,2014,1360000
Genesis,G80,4,Pickup,No,Diesel,FWD,CVT,None,Middle,Italy,0,416,0,5028,1690,1853,2398,225,355,0,0.0,0.0,214,10.6,2020,1542000
Genesis,G80,1,Hatchback,No,Diesel,AWD,Dual-clutch,None,Front,Italy,0,160,0,3511,1759,1427,2194,206,388,0,0.0,0.0,154,4.9,2014,7771000
Genesis,G80,3,Hatchback,Yes,Hybrid,4WD,Dual-clutch,Turbo,Rear,USA,0,110,0,3981,1821,1761,2382,155,504,0,0.0,0.0,152,13.6,2003,10542000
Genesis,G80,2,Sedan,No,Electric,AWD,Manual,None,Front,UK,0,111,0,5060,1987,1685,1610,202,682,0,0.0,0.0,244,14.1,2019,771000
Genesis,G80,4,Pickup,Yes,Diesel,AWD,Dual-clutch,Supercharger,Middle,South Korea,0,445,0,3703,1804,1816,1941,139,317,0,0.0,0.0,168,5.9,2023,13413000
Genesis,G80,2,Coupe,Yes,Electric,4WD,Dual-clutch,None,Middle,UK,0,239,0,4880,1950,1681,1370,197,639,0,0.0,0.0,165,5.9,2000,8393000
Genesis,G80,1,Coupe,No,Electric,FWD,Automatic,Supercharger,Front,South Korea,0,416,0,5038,1975,1870,2314,151,622,0,0.0,0.0,232,14.4,2004,14579000
Genesis,G80,3,SUV,Yes,Hybrid,AWD,Automatic,None,Middle,Sweden,0,211,0,5162,1821,1604,1079,135,283,0,0.0,0.0,288,8.4,2009,5008000
Genesis,G80,2,Pickup,Yes,Electric,RWD,CVT,None,Rear,Japan,0,284,0,4720,1611,1435,983,195,308,0,0.0,0.0,180,14.4,2019,10093000
Genesis,G80,3,Crossover,Yes,Electric,RWD,Manual,Supercharger,Rear,Italy,0,293,0,4592,1753,1459,1937,250,243,0,0.0,0.0,189,9.7,2009,5241000
Genesis,G80,1,Pickup,No,Petrol,AWD,Dual-clutch,None,Middle,Sweden,0,220,0,3630,1643,1580,1037,183,293,0,0.0,0.0,219,3.8,2006,7219000
Genesis,G80,1,Coupe,Yes,Petrol,AWD,CVT,Supercharger,Rear,UK,0,187,0,3797,1850,1770,1771,192,689,0,0.0,0.0,230,8.3,2015,10783000
Genesis,G80,1,MPV,No,Electric,4WD,CVT,Supercharger,Middle,UK,0,173,0,4863,1989,1562,2361,150,670,0,0.0,0.0,283,11.4,2017,755000
Genesis,G80,3,Sedan,Yes,Petrol,FWD,Dual-clutch,None,Front,South Korea,0,228,0,5197,1974,1866,2210,120,328,0,0.0,0.0,248,3.6,2019,14763000
Genesis,G80,1,Roadster,No,Hybrid,AWD,Manual,None,Front,Japan,0,393,0,4418,1650,1800,964,133,332,0,0.0,0.0,295,11.9,2014,9011000
Genesis,G80,4,SUV,No,Petrol,AWD,Automatic,Supercharger,Rear,Sweden,0,398,0,4932,1727,1765,2032,239,562,0,0.0,0.0,256,8.7,2014,10048000
Genesis,G80,5,Roadster,Yes,Hybrid,FWD,Automatic,Turbo,Rear,UK,0,253,0,4616,1654,1656,1719,241,627,0,0.0,0.0,255,7.7,2021,9962000
Genesis,G80,2,Coupe,Yes,Diesel,4WD,CVT,Turbo,Rear,South Korea,0,270,0,3967,1956,1775,1706,164,558,0,0.0,0.0,273,12.2,2007,5939000
Genesis,G80,5,Pickup,Yes,Petrol,RWD,Automatic,Supercharger,Front,USA,0,381,0,4965,1652,1715,1309,248,651,0,0.0,0.0,288,14.4,2002,8324000
Genesis,G80,1,Hatchback,No,Electric,AWD,CVT,None,Rear,Japan,0,188,0,3629,1982,1613,935,247,220,0,0.0,0.0,188,5.7,2006,3760000
Genesis,G90,4,SUV,Yes,Diesel,FWD,Automatic,Supercharger,Middle,Sweden,0,445,0,4481,1795,1815,1315,231,476,0,0.0,0.0,172,14.9,2011,5981000
Genesis,G90,1,MPV,No,Diesel,4WD,CVT,Turbo,Front,USA,0,131,0,4280,1842,1789,1108,192,540,0,0.0,0.0,223,14.7,2024,4919000
Genesis,G90,4,SUV,Yes,Petrol,AWD,CVT,Turbo,Middle,USA,0,359,0,4384,1866,1518,1483,136,307,0,0.0,0.0,298,7.4,2025,12299000
Genesis,G90,2,SUV,No,Hybrid,RWD,CVT,Turbo,Front,Germany,0,313,0,4509,1898,1483,1687,168,489,0,0.0,0.0,145,6.7,2018,7579000
Genesis,G90,1,Sedan,No,Electric,RWD,Manual,None,Rear,Japan,0,181,0,4982,1936,1877,1423,123,599,0,0.0,0.0,247,13.8,2002,9668000
Genesis,G90,5,Hatchback,Yes,Petrol,FWD,Automatic,Supercharger,Front,Japan,0,383,0,3685,1734,1537,1463,191,560,0,0.0,0.0,248,13.4,2021,12270000
Genesis,G90,1,Sedan,Yes,Diesel,FWD,Automatic,Turbo,Front,South Korea,0,200,0,3578,1640,1455,1940,222,651,0,0.0,0.0,243,10.3,2000,10003000
Genesis,G90,1,Crossover,Yes,Hybrid,4WD,Automatic,None,Front,China,0,318,0,5002,1657,1672,1186,240,468,0,0.0,0.0,243,7.4,2008,13816000
Genesis,G90,1,Pickup,No,Diesel,AWD,CVT,Supercharger,Front,China,0,202,0,3926,1624,1629,2391,236,694,0,0.0,0.0,299,3.5,2000,12507000
Genesis,G90,5,Crossover,No,Petrol,AWD,Dual-clutch,Supercharger,Rear,Italy,0,370,0,3524,1692,1745,1596,249,562,0,0.0,0.0,274,9.2,2011,7293000
Genesis,G90,5,Sedan,No,Electric,RWD,Automatic,None,Front,South Korea,0,304,0,4984,1703,1421,2276,155,267,0,0.0,0.0,144,12.5,2009,10808000
Genesis,G90,2,SUV,Yes,Petrol,4WD,Automatic,Turbo,Middle,Germany,0,171,0,3589,1687,1802,1162,179,459,0,0.0,0.0,169,13.5,2006,14444000
Genesis,G90,4,Coupe,Yes,Electric,4WD,CVT,Turbo,Front,China,0,217,0,4794,1750,1745,2157,156,447,0,0.0,0.0,214,10.1,2011,6040000
Genesis,G90,4,Crossover,No,Hybrid,FWD,Automatic,None,Middle,France,0,157,0,4532,1663,1545,2177,228,306,0,0.0,0.0,230,12.6,2001,8196000
Genesis,G90,1,Pickup,No,Electric,RWD,Manual,Supercharger,Front,South Korea,0,173,0,3610,1786,1568,960,205,484,0,0.0,0.0,184,10.4,2018,11586000
Genesis,G90,3,Pickup,Yes,Hybrid,FWD,CVT,Supercharger,Middle,Sweden,0,154,0,4231,1653,1753,1552,241,497,0,0.0,0.0,164,14.4,2010,6670000
Genesis,G90,1,MPV,Yes,Diesel,FWD,Automatic,Supercharger,Rear,Germany,0,237,0,4853,1912,1567,1340,131,619,0,0.0,0.0,256,10.4,2009,6381000
Genesis,G90,5,Coupe,No,Electric,4WD,Dual-clutch,Turbo,Middle,USA,0,177,0,3557,1879,1822,2373,155,401,0,0.0,0.0,211,10.0,2021,13970000
Genesis,G90,4,SUV,Yes,Electric,AWD,Dual-clutch,Turbo,Front,South Korea,0,432,0,4635,1919,1676,1534,218,436,0,0.0,0.0,149,4.6,2020,11500000
Genesis,G90,4,Pickup,No,Hybrid,4WD,Automatic,Turbo,Rear,Germany,0,279,0,3811,1830,1408,1319,208,676,0,0.0,0.0,290,4.3,2023,3386000
Genesis,GV50,2,Hatchback,No,Hybrid,4WD,Manual,None,Rear,South Korea,0,424,0,5005,1715,1664,2057,235,544,0,0.0,0.0,172,13.4,2008,6205000
Genesis,GV50,2,Roadster,No,Diesel,4WD,Manual,Turbo,Middle,China,0,284,0,4209,1832,1734,906,184,378,0,0.0,0.0,195,15.0,2023,5618000
Genesis,GV50,2,SUV,No,Hybrid,AWD,CVT,Turbo,Middle,South Korea,0,433,0,4330,1989,1734,1225,142,674,0,0.0,0.0,174,9.3,2008,3454000
Genesis,GV50,1,Coupe,Yes,Hybrid,AWD,CVT,None,Front,UK,0,273,0,4631,1714,1522,1229,195,547,0,0.0,0.0,170,6.1,2010,11424000
Genesis,GV50,4,Pickup,No,Hybrid,AWD,Automatic,None,Rear,China,0,130,0,3632,1674,1806,1493,235,230,0,0.0,0.0,263,13.0,2015,3837000
Genesis,GV50,3,MPV,Yes,Electric,FWD,Automatic,Supercharger,Middle,Sweden,0,185,0,4108,1869,1775,1148,167,475,0,0.0,0.0,286,8.4,2023,2061000
Genesis,GV50,3,Coupe,Yes,Electric,AWD,Automatic,Supercharger,Middle,Japan,0,140,0,3646,1816,1443,1572,183,288,0,0.0,0.0,141,12.6,2001,8385000
Genesis,GV50,3,SUV,No,Diesel,4WD,Manual,Supercharger,Front,Germany,0,133,0,4659,1631,1719,2447,182,329,0,0.0,0.0,204,10.0,2019,12679000
Genesis,GV50,4,Crossover,Yes,Hybrid,RWD,Manual,Turbo,Middle,Italy,0,159,0,4971,1977,1484,1917,130,484,0,0.0,0.0,144,8.6,2007,7008000
Genesis,GV50,3,MPV,No,Petrol,FWD,CVT,Turbo,Rear,UK,0,375,0,4455,1873,1511,1802,240,258,0,0.0,0.0,256,5.6,2002,3833000
Genesis,GV50,1,Sedan,No,Diesel,AWD,Dual-clutch,Supercharger,Rear,Germany,0,146,0,4979,1608,1411,1287,133,520,0,0.0,0.0,320,9.0,2025,10285000
Genesis,GV50,5,SUV,No,Hybrid,FWD,Manual,Turbo,Rear,South Korea,0,372,0,4269,1901,1899,1960,185,418,0,0.0,0.0,169,11.5,2004,5243000
Genesis,GV50,1,Hatchback,No,Electric,4WD,Automatic,Supercharger,Middle,France,0,307,0,4585,1987,1632,2055,233,414,0,0.0,0.0,312,12.4,2005,9825000
Genesis,GV50,3,Crossover,No,Hybrid,RWD,CVT,Supercharger,Rear,Japan,0,296,0,3764,1700,1452,1100,169,640,0,0.0,0.0,254,4.6,2005,13044000
Genesis,GV50,1,SUV,No,Electric,AWD,Automatic,Turbo,Rear,USA,0,418,0,4396,1643,1636,1126,168,281,0,0.0,0.0,290,7.9,2023,4868000
Genesis,GV50,4,Hatchback,Yes,Hybrid,FWD,Automatic,Supercharger,Rear,Germany,0,351,0,3735,1821,1468,1455,234,639,0,0.0,0.0,160,10.2,2020,777000
Genesis,GV50,5,Roadster,No,Hybrid,RWD,CVT,Supercharger,Front,Japan,0,336,0,4531,1656,1594,1154,164,497,0,0.0,0.0,320,14.3,2009,14449000
Genesis,GV50,4,SUV,No,Diesel,FWD,Manual,Turbo,Middle,Germany,0,144,0,4828,1620,1597,1660,218,532,0,0.0,0.0,250,12.4,2005,4013000
Genesis,GV50,3,Roadster,Yes,Electric,4WD,CVT,Turbo,Middle,UK,0,265,0,3952,1830,1584,1238,165,663,0,0.0,0.0,297,12.8,2017,7209000
Genesis,GV50,3,Pickup,Yes,Petrol,AWD,Manual,Turbo,Rear,France,0,157,0,4700,1803,1675,1926,131,256,0,0.0,0.0,158,4.9,2015,10642000
Genesis,GV55,3,Pickup,Yes,Petrol,FWD,Automatic,Turbo,Front,Germany,0,291,0,4283,1742,1628,1712,142,202,0,0.0,0.0,279,10.8,2019,13720000
Genesis,GV55,5,Hatchback,Yes,Diesel,FWD,CVT,None,Front,South Korea,0,146,0,4691,1731,1542,1717,205,464,0,0.0,0.0,163,6.9,2025,1875000
Genesis,GV55,1,Pickup,Yes,Petrol,FWD,Dual-clutch,Supercharger,Middle,France,0,213,0,4322,1876,1859,1967,230,524,0,0.0,0.0,278,10.3,2007,1132000
Genesis,GV55,4,Sedan,No,Diesel,4WD,CVT,Supercharger,Rear,UK,0,373,0,3977,1603,1808,1811,173,452,0,0.0,0.0,198,10.1,2019,11867000
Genesis,GV55,4,Coupe,No,Petrol,4WD,Dual-clutch,None,Rear,Italy,0,223,0,5066,1804,1453,1101,151,329,0,0.0,0.0,211,12.9,2020,6546000
Genesis,GV55,4,MPV,No,Hybrid,AWD,Manual,Turbo,Rear,Germany,0,402,0,4272,1850,1514,1854,187,692,0,0.0,0.0,184,4.0,2024,5703000
Genesis,GV55,3,Roadster,No,Hybrid,FWD,Dual-clutch,Turbo,Middle,China,0,267,0,4625,1673,1720,2013,176,301,0,0.0,0.0,296,8.1,2011,13492000
Genesis,GV55,2,MPV,Yes,Hybrid,FWD,Automatic,Turbo,Front,France,0,225,0,4147,1834,1750,1401,206,337,0,0.0,0.0,150,12.4,2002,6978000
Genesis,GV55,5,MPV,No,Hybrid,4WD,Automatic,Supercharger,Rear,Japan,0,367,0,5030,1623,1708,1695,234,410,0,0.0,0.0,156,12.9,2021,4458000
Genesis,GV55,3,MPV,No,Diesel,RWD,CVT,Supercharger,Middle,USA,0,386,0,4457,1989,1748,2121,218,595,0,0.0,0.0,280,8.8,2018,5115000
Genesis,GV55,4,Roadster,Yes,Hybrid,AWD,Manual,None,Rear,Japan,0,267,0,4137,1792,1714,1857,213,690,0,0.0,0.0,293,5.3,2008,13550000
Genesis,GV55,1,Pickup,Yes,Petrol,RWD,CVT,Supercharger,Front,France,0,366,0,3967,1850,1800,1672,121,483,0,0.0,0.0,227,3.6,2005,12857000
Genesis,GV55,3,Crossover,No,Electric,RWD,CVT,Turbo,Rear,France,0,307,0,4207,1936,1695,2081,122,221,0,0.0,0.0,168,4.5,2009,7742000
Genesis,GV55,1,Sedan,Yes,Hybrid,AWD,Dual-clutch,None,Rear,Germany,0,244,0,4144,1792,1509,2012,181,218,0,0.0,0.0,274,11.6,2012,10713000
Genesis,GV55,1,Pickup,No,Electric,AWD,Dual-clutch,Supercharger,Front,USA,0,425,0,3850,1801,1537,1295,173,671,0,0.0,0.0,253,12.8,2023,7693000
Genesis,GV55,3,Hatchback,Yes,Electric,FWD,Dual-clutch,Supercharger,Middle,France,0,133,0,4330,1779,1698,1311,207,287,0,0.0,0.0,174,4.6,2002,9996000
Genesis,GV55,3,Roadster,No,Hybrid,4WD,Manual,Supercharger,Middle,Japan,0,346,0,3658,1892,1463,2391,236,234,0,0.0,0.0,160,14.6,2019,12355000
Genesis,GV55,2,MPV,Yes,Electric,AWD,Dual-clutch,Supercharger,Middle,Germany,0,116,0,3902,1613,1742,1383,130,526,0,0.0,0.0,262,14.2,2024,11644000
Genesis,GV55,4,SUV,Yes,Petrol,4WD,CVT,None,Rear,South Korea,0,254,0,4419,1619,1577,980,203,560,0,0.0,0.0,173,4.8,2007,9644000
Genesis,GV55,1,SUV,No,Diesel,FWD,CVT,None,Rear,South Korea,0,248,0,4320,1937,1785,2088,134,643,0,0.0,0.0,290,9.1,2011,5237000
Genesis,GV60,1,SUV,No,Electric,FWD,Dual-clutch,Supercharger,Middle,South Korea,0,166,0,3892,1873,1532,2051,214,370,0,0.0,0.0,281,7.0,2006,5853000
Genesis,GV60,2,MPV,No,Hybrid,AWD,Manual,Supercharger,Middle,UK,0,113,0,4109,1676,1550,1012,234,328,0,0.0,0.0,144,4.6,2017,12844000
Genesis,GV60,3,Hatchback,Yes,Diesel,RWD,Manual,Supercharger,Rear,Sweden,0,403,0,4027,1853,1579,1340,231,335,0,0.0,0.0,199,13.3,2025,3442000
Genesis,GV60,3,Sedan,No,Hybrid,4WD,Manual,None,Middle,Sweden,0,156,0,3850,1879,1474,1126,233,419,0,0.0,0.0,288,4.5,2014,11833000
Genesis,GV60,1,Roadster,Yes,Petrol,FWD,Dual-clutch,Turbo,Middle,France,0,117,0,4305,1754,1649,2345,160,217,0,0.0,0.0,178,13.6,2022,8888000
Genesis,GV60,3,Roadster,Yes,Electric,RWD,Automatic,Supercharger,Rear,UK,0,199,0,4247,1794,1656,1129,198,407,0,0.0,0.0,296,3.5,2021,13069000
Genesis,GV60,1,Hatchback,Yes,Hybrid,RWD,Manual,None,Rear,Germany,0,292,0,4623,1783,1814,1961,134,522,0,0.0,0.0,311,12.8,2025,8645000
Genesis,GV60,5,Crossover,No,Petrol,4WD,Dual-clutch,Turbo,Front,USA,0,201,0,4109,1941,1592,1248,208,627,0,0.0,0.0,143,7.6,2006,11242000
